label,message
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM7949
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,Your order #9141 has been shipped.
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,Please review the document and let me know.
ham,Just wanted to check in. Hope you are doing well.
ham,Just wanted to check in. Hope you are doing well.
ham,Let me know if you need anything else.
ham,"Hey, how are you? Let me know when you can meet."
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
ham,Meeting scheduled for 17:00 tomorrow. Please confirm.
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,The package has been delivered.
ham,Thanks for your help with the project.
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,The payment has been processed successfully.
ham,Just wanted to check in. Hope you are doing well.
ham,Quick question: are you free at 9:00?
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
spam,You have been selected for a  reward. Claim at http://spam-link.com
spam,WINNER! You have won a free vacation worth . Call 648 now.
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,Last chance to claim your  reward. Click http://spam-link.com
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,See you at 15:00 for lunch.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,Thanks for your help with the project.
ham,The payment has been processed successfully.
spam,Free gift card worth ! Claim at http://spam-link.com
spam,FREE entry to win  cash! Text WIN to 1280
ham,The package has been delivered.
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Just wanted to check in. Hope you are doing well.
ham,Let me know if you need anything else.
ham,Please review the document and let me know.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,Meeting scheduled for 17:00 tomorrow. Please confirm.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,Meeting scheduled for 14:00 tomorrow. Please confirm.
ham,Can we reschedule our call to 15:00?
ham,The payment has been processed successfully.
ham,Can we reschedule our call to 12:00?
ham,I will send you the details by 15:00.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Meeting scheduled for 16:00 tomorrow. Please confirm.
ham,Just wanted to check in. Hope you are doing well.
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,The package has been delivered.
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,Please review the document and let me know.
ham,Let me know if you need anything else.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Reminder: appointment at 13:00 tomorrow.
ham,Your order #320 has been shipped.
ham,Quick question: are you free at 11:00?
ham,See you at 13:00 for lunch.
ham,Happy birthday! Have a great day!
ham,See you at 11:00 for lunch.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,FREE entry to win  cash! Text WIN to 2615
ham,Reminder: appointment at 16:00 tomorrow.
ham,The package has been delivered.
ham,Thanks for the update. I will review it tomorrow.
spam,WINNER! You have won a free vacation worth . Call 713 now.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,Let me know if you need anything else.
ham,Thanks for your help with the project.
ham,See you at 9:00 for lunch.
ham,Can we reschedule our call to 11:00?
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,Free gift card worth ! Claim at http://spam-link.com
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
ham,I will send you the details by 9:00.
ham,Welcome to the team! Looking forward to working with you.
spam,FREE entry to win  cash! Text WIN to 1081
ham,Reminder: appointment at 12:00 tomorrow.
spam,Earn  per week from home! Details at http://spam-link.com
ham,See you at 16:00 for lunch.
ham,The report is ready. Please find attached.
ham,The payment has been processed successfully.
ham,Your order #1160 has been shipped.
spam,WINNER! You have won a free vacation worth . Call 9290 now.
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM3524
ham,I will send you the details by 13:00.
ham,"Hey, how are you? Let me know when you can meet."
ham,Happy birthday! Have a great day!
ham,Reminder: appointment at 13:00 tomorrow.
ham,Happy birthday! Have a great day!
ham,See you at 15:00 for lunch.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,Thanks for the feedback. I will incorporate it.
ham,Reminder: appointment at 15:00 tomorrow.
ham,Reminder: appointment at 16:00 tomorrow.
ham,Happy birthday! Have a great day!
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,Thanks for the update. I will review it tomorrow.
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
spam,FREE entry to win  cash! Text WIN to 3932
spam,Last chance to claim your  reward. Click http://spam-link.com
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Thanks for the feedback. I will incorporate it.
ham,The report is ready. Please find attached.
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,Thanks for the update. I will review it tomorrow.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,Reminder: appointment at 17:00 tomorrow.
ham,I will send you the details by 9:00.
ham,"Hey, how are you? Let me know when you can meet."
ham,Just wanted to check in. Hope you are doing well.
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM8988
spam,WINNER! You have won a free vacation worth . Call 4344 now.
ham,The package has been delivered.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Reminder: appointment at 14:00 tomorrow.
ham,The payment has been processed successfully.
ham,"Hey, how are you? Let me know when you can meet."
ham,The package has been delivered.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Just wanted to check in. Hope you are doing well.
ham,Let me know if you need anything else.
ham,Thanks for your help with the project.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,The meeting went well. Next steps are...
ham,Thanks for your help with the project.
ham,The package has been delivered.
ham,See you at 16:00 for lunch.
ham,Please review the document and let me know.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,Earn  per week from home! Details at http://spam-link.com
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
ham,Quick question: are you free at 10:00?
ham,Happy birthday! Have a great day!
ham,Thanks for the update. I will review it tomorrow.
ham,Reminder: appointment at 9:00 tomorrow.
spam,Exclusive: % off everything today only. Shop http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
ham,Let me know if you need anything else.
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
spam,WINNER! You have won a free vacation worth . Call 384 now.
ham,Reminder: appointment at 14:00 tomorrow.
ham,Thanks for the update. I will review it tomorrow.
ham,Please review the document and let me know.
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,The report is ready. Please find attached.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,Reminder: appointment at 12:00 tomorrow.
ham,Just wanted to check in. Hope you are doing well.
ham,Just wanted to check in. Hope you are doing well.
ham,The package has been delivered.
ham,The payment has been processed successfully.
ham,Meeting scheduled for 16:00 tomorrow. Please confirm.
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Meeting scheduled for 16:00 tomorrow. Please confirm.
ham,Welcome to the team! Looking forward to working with you.
ham,Please review the document and let me know.
spam,FREE entry to win  cash! Text WIN to 4957
ham,Reminder: appointment at 12:00 tomorrow.
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM3165
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Can we reschedule our call to 12:00?
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,The meeting went well. Next steps are...
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,I will send you the details by 10:00.
spam,You have  unread messages. Check at http://spam-link.com
spam,You have won a brand new iPhone! Claim at http://spam-link.com
spam,WINNER! You have won a free vacation worth . Call 5779 now.
spam,You have been selected for a  reward. Claim at http://spam-link.com
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,"Hey, how are you? Let me know when you can meet."
spam,FREE entry to win  cash! Text WIN to 2187
spam,Earn  per week from home! Details at http://spam-link.com
ham,Please review the document and let me know.
ham,Thanks for the feedback. I will incorporate it.
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,Quick question: are you free at 16:00?
ham,Can we reschedule our call to 13:00?
